sent0	sent1	label
who plays faramir in <e>?	ns:film.film.sequel ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who plays faramir in <e>?	ns:film.film.sequel ?y .?y ns:film.film.runtime ?x .	0
who plays faramir in <e>?	ns:film.film.dubbing_performances ?y .?y ns:film.dubbing_performance.actor ?x .	0
who plays faramir in <e>?	ns:film.film.dubbing_performances ?y .?y ns:film.dubbing_performance.character ?x .	0
who plays faramir in <e>?	ns:film.film.dubbing_performances ?y .?y ns:film.dubbing_performance.language ?x .	0
who plays faramir in <e>?	ns:film.film.dubbing_performances ?y .?y ns:film.dubbing_performance.film ?x .	0
who plays faramir in <e>?	ns:film.film.dubbing_performances ?y .?y ns:type.object.type ?x .	0
who won the <e> in 2008?	ns:sports.sports_award_type.winners ?y .?y ns:sports.sports_award.award_winner ?x .	1
who won the <e> in 2008?	ns:sports.sports_championship.events ?y .?y ns:sports.sports_championship_event.champion ?x .	0
who won the <e> in 2008?	ns:sports.sports_championship.events ?y .?y ns:sports.sports_championship_event.championship ?x .	0
who won the <e> in 2008?	ns:sports.sports_championship.events ?y .?y ns:sports.sports_league_season.awards ?x .	0
who won the <e> in 2008?	ns:sports.sports_championship.events ?y .?y ns:sports.sports_championship_event.result ?x .	0
who won the <e> in 2008?	ns:sports.sports_championship.events ?y .?y ns:sports.sports_championship_event.season ?x .	0
who won the <e> in 2008?	ns:sports.sports_league.teams ?y .?y ns:sports.sports_league_participation.team ?x .	0
who won the <e> in 2008?	ns:sports.sports_league.teams ?y .?y ns:sports.sports_league_participation.league ?x .	0
who won the <e> in 2008?	ns:sports.sports_league.teams ?y .?y ns:type.object.type ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.instances ?y .?y ns:sports.sports_championship_event.champion ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.instances ?y .?y ns:sports.sports_championship_event.championship ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.instances ?y .?y ns:sports.sports_league_season.awards ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.instances ?y .?y ns:sports.sports_championship_event.result ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.instances ?y .?y ns:sports.sports_championship_event.season ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.current_frequency ?y .?y ns:common.topic.article ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.current_frequency ?y .?y ns:type.object.type ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.current_frequency ?y .?y ns:freebase.unit_profile.dimension ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.current_frequency ?y .?y ns:common.topic.notable_for ?x .	0
who won the <e> in 2008?	ns:time.recurring_event.current_frequency ?y .?y ns:type.object.name ?x .	0
who won the <e> in 2008?	ns:freebase.valuenotation.has_no_value ?y .?y ns:type.property.unique ?x .	0
who won the <e> in 2008?	ns:freebase.valuenotation.has_no_value ?y .?y ns:type.property.expected_type ?x .	0
who won the <e> in 2008?	ns:freebase.valuenotation.has_no_value ?y .?y ns:type.object.type ?x .	0
who won the <e> in 2008?	ns:freebase.valuenotation.has_no_value ?y .?y ns:type.property.schema ?x .	0
who won the <e> in 2008?	ns:freebase.valuenotation.has_no_value ?y .?y ns:type.object.permission ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	1
who was the <e> in 1980?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.category ?y .?y ns:government.government_office_category.officeholders ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.category ?y .?y ns:organization.role.leaders ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.category ?y .?y ns:organization.role.governors ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.category ?y .?y ns:business.job_title.people_with_this_title ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.category ?y .?y ns:sports.coaching_position.coaches ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_types ?y .?y ns:type.type.domain ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_types ?y .?y ns:type.type.expected_by ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_types ?y .?y ns:freebase.type_hints.enumeration ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_types ?y .?y ns:freebase.type_profile.instance_count ?x .	0
who was the <e> in 1980?	ns:common.topic.notable_types ?y .?y ns:type.type.properties ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:government.governmental_jurisdiction.governing_officials ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:military.military_combatant.military_commanders ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:location.location.people_born_here ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:location.statistical_region.gender_balance_members_of_parliament ?x .	0
who was the <e> in 1980?	ns:government.government_office_or_title.jurisdiction ?y .?y ns:meteorology.cyclone_affected_area.cyclones ?x .	0
who is <e> in the bible?	ns:people.person.profession ?x .	1
who is <e> in the bible?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?x .	0
who is <e> in the bible?	ns:base.saints.saint.venerated_in ?x .	0
who is <e> in the bible?	ns:common.topic.notable_for ?x .	0
who is <e> in the bible?	ns:common.topic.notable_types ?x .	0
who is <e> in the bible?	ns:book.book_subject.works ?x .	0
which libra person was the daughter of <e>	ns:people.person.children ?x .	1
which libra person was the daughter of <e>	ns:people.person.parents ?x .	0
which libra person was the daughter of <e>	ns:people.person.date_of_birth ?x .	0
which libra person was the daughter of <e>	ns:people.person.spouse_s ?x .	0
which libra person was the daughter of <e>	ns:people.deceased_person.date_of_death ?x .	0
which libra person was the daughter of <e>	ns:symbols.name_source.namesakes ?x .	0
when does One Direction play at the Olympics?	ns:award.award_nominee.award_nominations ?y .?y ns:award.award_nomination.year ?x .	1
when does One Direction play at the Olympics?	ns:tv.tv_program_guest.appeared_on ?y .?y ns:tv.tv_guest_personal_appearance.episode ?x .	0
when does One Direction play at the Olympics?	ns:tv.tv_program_guest.appeared_on ?y .?y ns:tv.tv_guest_personal_appearance.person ?x .	0
when does One Direction play at the Olympics?	ns:tv.tv_program_guest.appeared_on ?y .?y ns:tv.tv_guest_personal_appearance.appearance_type ?x .	0
when does One Direction play at the Olympics?	ns:tv.tv_program_guest.appeared_on ?y .?y ns:type.object.type ?x .	0
when does One Direction play at the Olympics?	ns:music.artist.concert_tours ?y .?y ns:time.event.start_date ?x .	0
when does One Direction play at the Olympics?	ns:music.artist.concert_tours ?y .?y ns:time.event.end_date ?x .	0
when does One Direction play at the Olympics?	ns:music.artist.concert_tours ?y .?y ns:music.concert_tour.album_or_release_supporting ?x .	0
when does One Direction play at the Olympics?	ns:music.artist.concert_tours ?y .?y ns:time.event.locations ?x .	0
when does One Direction play at the Olympics?	ns:music.artist.concert_tours ?y .?y ns:award.award_winning_work.awards_won ?x .	0
when does One Direction play at the Olympics?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.ceremony ?x .	0
when does One Direction play at the Olympics?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.year ?x .	0
when does One Direction play at the Olympics?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award_winner ?x .	0
when does One Direction play at the Olympics?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award ?x .	0
when does One Direction play at the Olympics?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.honored_for ?x .	0
when does One Direction play at the Olympics?	ns:music.music_video_performer.music_video_performances ?y .?y ns:music.music_video_performance.music_video_performer ?x .	0
when does One Direction play at the Olympics?	ns:music.music_video_performer.music_video_performances ?y .?y ns:music.music_video_performance.music_video ?x .	0
when does One Direction play at the Olympics?	ns:music.music_video_performer.music_video_performances ?y .?y ns:type.object.type ?x .	0
who fought on the communist side in the Korean War?	ns:location.location.adjectival_form ?x .	1
who fought on the communist side in the Korean War?	ns:military.military_combatant.military_commanders ?x .	0
who fought on the communist side in the Korean War?	ns:military.military_combatant.force_deployments ?x .	0
who fought on the communist side in the Korean War?	ns:military.military_combatant.military_conflicts ?x .	0
who fought on the communist side in the Korean War?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?x .	0
who fought on the communist side in the Korean War?	ns:olympics.olympic_participating_country.athletes ?x .	0
which female person was the daughter of <e>	ns:people.person.children ?x .	1
which female person was the daughter of <e>	ns:people.person.parents ?x .	0
which female person was the daughter of <e>	ns:people.person.date_of_birth ?x .	0
which female person was the daughter of <e>	ns:people.person.spouse_s ?x .	0
which female person was the daughter of <e>	ns:people.person.ethnicity ?x .	0
which female person was the daughter of <e>	ns:people.person.height_meters ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .	1
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_test_series ?y .?y ns:user.skud.nuclear_weapons.nuclear_test_series.country_responsible ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_test_series ?y .?y ns:kg.object_profile.prominent_type ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_test_series ?y .?y ns:common.topic.article ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_test_series ?y .?y ns:time.event.start_date ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_test_series ?y .?y ns:common.topic.image ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?y .?y ns:law.invention.inventor ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?y .?y ns:user.skud.nuclear_weapons.nuclear_test.country_responsible ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?y .?y ns:user.skud.nuclear_weapons.nuclear_test.yield_kilotons ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?y .?y ns:user.skud.nuclear_weapons.nuclear_test.location ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:user.skud.nuclear_weapons.nuclear_power.nuclear_tests ?y .?y ns:user.avh.default_domain.ellerdale_topic.ellerdale_id ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:location.location.events ?y .?y ns:base.argumentmaps.motivated_event.motive ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:location.location.events ?y .?y ns:event.disaster.type_of_disaster ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:location.location.events ?y .?y ns:user.pvonstackelberg.Futures_Studies.event.start_date ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:location.location.events ?y .?y ns:event.disaster.fatalities ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:location.location.events ?y .?y ns:military.military_conflict.military_personnel_involved ?x .	0
what future <e> dictator was in training to be a preist when he was turned on by marxism?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.to ?x .	0
