sent0	sent1	hard_neg
who is the long snapper currently for the <e>?	ns:sports.sports_team.roster ?y .?y ns:sports.sports_team_roster.player ?x .	ns:business.employer.employees ?y .?y ns:type.object.type ?x .
who did <e> fight against in ww1?	ns:military.military_combatant.military_conflicts ?y .?y ns:military.military_combatant_group.combatants ?x .	ns:military.military_combatant.belongs_to_combatant_group ?y .?y ns:user.skud.boats.naval_combatant.naval_engagements ?x .
who is the wealthiest <e>?	ns:music.musical_group.member ?y .?y ns:music.group_membership.member ?x .	ns:music.composer.compositions ?y .?y ns:common.topic.notable_for ?x .
who played samantha in <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:film.film.language ?y .?y ns:base.rosetta.languoid.languoid_class ?x .
who succeeded william mckinley as <e>?	ns:business.job_title.people_with_this_title ?y .?y ns:business.employment_tenure.person ?x .	ns:sports.coaching_position.coaches ?y .?y ns:sports.sports_team_coach_tenure.position ?x .
what <e> films has lim giong acted in	ns:film.film_location.featured_in_films ?x .	ns:media_common.netflix_genre.titles ?x .
where does luke skywalker live in <e>?	ns:fictional_universe.work_of_fiction.setting ?x .	ns:fictional_universe.work_of_fiction.part_of_these_fictional_universes ?x .
when did <e> won x factor?	ns:award.competitor.competitions ?x .	ns:award.competitor.competitions_won ?x .
what day of the week was <e> born on	ns:music.group_member.membership ?y .?y ns:music.group_membership.group ?x .	ns:music.artist.origin ?y .?y ns:location.location.people_born_here ?x .
which state was <e> born in	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.geographic_distribution ?x .
who is the current head of <e>?	ns:government.governmental_body.members ?y .?y ns:government.government_position_held.office_holder ?x .	ns:business.employer.employees ?y .?y ns:business.employment_tenure.to ?x .
what countries were occupied by Germany in world war 2?	ns:location.location.adjoin_s ?y .?y ns:location.adjoining_relationship.adjoins ?x .	ns:military.military_combatant.casualties ?y .?y ns:military.casualties.lower_estimate ?x .
what year did <e> play for the clippers?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.season ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .
who was the first wife of <e> muhammad?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.family_member.family ?x .
which animated television serieses has <e> starred in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	ns:tv.tv_personality.tv_regular_appearances ?y .?y ns:tv.tv_regular_personal_appearance.appearance_type ?x .
who plays baily in <e>?	ns:award.award_winning_work.awards_won ?y .?y ns:award.award_honor.award_winner ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:type.object.type ?x .
what english films has <e> acted in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:music.artist.origin ?y .?y ns:fictional_universe.fictional_setting.fictional_characters_born_here ?x .
what team did Shaq play for before the Lakers?	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .
who is the present president of <e>?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government ?y .?y ns:common.topic.notable_for ?x .
who plays amy in <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.languages ?y .?y ns:book.translation.language ?x .
what is the currency in the <e> 2010?	ns:location.country.currency_used ?x .	ns:location.statistical_region.diesel_price_liter ?x .
who plays <e> in 2009?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.last_tv_appearance ?y .?y ns:tv.tv_series_episode.director ?x .
which tv producer was the daughter of <e>	ns:people.person.children ?x .	ns:common.topic.article ?x .
who was US president when the Vietnam War started?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .
what scottish films has <e> acted in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:cvg.game_voice_actor.computer_game_voice_performances ?y .?y ns:type.object.type ?x .
who does <e> play in seinfeld?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:fictional_universe.fictional_character.character_created_by ?x .
what are the biggest cities in <e>?	ns:location.location.contains ?x .	ns:location.location.contains_major_portion_of ?x .
who plays bella on <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film ?x .
which tv series has <e> starred in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	ns:tv.tv_actor.guest_roles ?y .?y ns:type.object.type ?x .
who does <e> play for in 2013?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.to ?x .
which album did <e> release in april 2006	ns:music.artist.album ?x .	ns:music.artist.contribution ?x .
what movie <e> starred in that shekhar kapur directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.gender ?y .?y ns:base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex ?x .
who is the governor of <e> 2010?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:organization.organization.board_members ?x .
what university did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.gender ?y .?y ns:type.object.type ?x .
which director did <e>	ns:film.film.directed_by ?x .	ns:film.film.cinematography ?x .
when was the <e>?	ns:time.event.start_date ?x .	ns:time.event.end_date ?x .
who played reverend hills daughter in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.runtime ?y .?y ns:film.film_cut.runtime ?x .
who won Fedex Cup in 2012?	ns:sports.sports_award_type.winners ?y .?y ns:sports.sports_award.award_winner ?x .	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .
what team did <e> play for in 2009?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .
who are the current <e> senators?	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .
who plays the voice of ruby on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.air_date ?x .
who is the political leader of <e>?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:royalty.kingdom.rulers ?y .?y ns:people.person.religion ?x .
who is playing <e> in the avengers movie?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:comic_books.comic_book_character.regular_featured_appearances ?y .?y ns:comic_books.comic_book_series.number_of_issues ?x .
who are the current senators from <e>?	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:business.employer.employees ?x .
what film <e> starred in that charles martin smith directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.spouse_s ?y .?y ns:people.marriage.from ?x .
who invaded England at the Battle of Hastings?	ns:military.military_conflict.commanders ?y .?y ns:military.military_command.military_commander ?x .	ns:military.military_conflict.military_personnel_involved ?y .?y ns:people.person.children ?x .
what university did <e> and mark zuckerberg both dropped out of?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.employment_history ?y .?y ns:type.object.type ?x .
who is the leader of <e> right now?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:royalty.kingdom.rulers ?y .?y ns:user.alexbl.honorary_title.titled_person.honorary_title ?x .
which movie did <e> direct in 2010	ns:award.award_nominee.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:film.writer.film ?y .?y ns:film.film.directed_by ?x .
who did the voice of <e> in knight rider?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:type.object.type ?x .
what famous american playwright had an affair with <e>?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:film.writer.film ?y .?y ns:film.film.other_crew ?x .
what university did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:kg.object_profile.prominent_type ?x .
who was the <e> the king of crash?	ns:award.hall_of_fame_inductee.hall_of_fame_inductions ?y .?y ns:award.hall_of_fame_induction.inductee ?x .	ns:people.person.nationality ?y .?y ns:common.topic.notable_types ?x .
who plays <e> in 2012?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .
what has <e> starred in that doug mchenry directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:tv.tv_producer.programs_produced ?y .?y ns:tv.tv_producer_term.program ?x .
what caused the <e> financial crisis of 1998?	ns:military.military_combatant.belongs_to_combatant_group ?x .	ns:military.military_combatant.military_conflicts ?x .
what movie did <e> won his first oscar?	ns:award.award_nominee.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:base.webvideo.internet_video_creator.series_created ?y .?y ns:common.topic.article ?x .
who was <e> president when dietrich klagges was a teenager	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .	ns:user.exooo.default_domain.head_of_state.president ?y .?y ns:business.employment_tenure.from ?x .
who does <e> play in seinfeld?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .	ns:film.actor.film ?y .?y ns:film.performance.special_performance_type ?x .
who will play clary in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.film_casting_director ?y .?y ns:type.object.name ?x .
who plays <e> in 2009?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.last_tv_appearance ?y .?y ns:tv.tv_series_episode.season_number ?x .
who is the current president of <e> 2011?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.government ?x .
who is <e> from marvel super hero squads brother called?	ns:film.film.starring ?y .?y ns:film.performance.character ?x .	ns:film.film.distributors ?y .?y ns:film.film_film_distributor_relationship.film ?x .
which big screen movies has <e> starred in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .
who is mexico's president right now 2011?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:government.governmental_jurisdiction.government_bodies ?x .
who portrayed <e> in raiders of the lost ark?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.actor ?x .	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.special_performance_type ?x .
what is the nationality of mohammed v of <e>	ns:location.location.adjectival_form ?x .	ns:government.governmental_jurisdiction.government_positions ?x .
who is the current leader of <e> today?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .
who was <e> to grow tomatoes?	ns:media_common.dedicatee.dedications ?y .?y ns:media_common.dedication.dedicated_to ?x .	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.from ?x .
